,Date,Location,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
37858,2012-09-21,WaggaWagga,0.0,4.0,5.2,SW,35.0,,WSW,17.0,15.0,77.0,55.0,1015.9,1015.2,7.0,6.0,13.2,17.7,No,No
37859,2012-09-22,WaggaWagga,0.0,2.2,10.0,WNW,28.0,,,6.0,9.0,78.0,31.0,1018.1,1013.5,1.0,1.0,12.5,20.4,No,No
37860,2012-09-23,WaggaWagga,0.0,4.0,10.9,W,52.0,,WSW,17.0,30.0,61.0,34.0,1010.4,1008.4,2.0,1.0,14.3,20.4,No,No
37861,2012-09-24,WaggaWagga,0.0,5.0,11.1,WSW,44.0,,SW,19.0,28.0,71.0,34.0,1015.8,1016.0,1.0,2.0,10.8,14.9,No,No
37862,2012-09-25,WaggaWagga,0.0,4.4,10.8,W,19.0,,WNW,9.0,11.0,60.0,33.0,1022.5,1018.6,4.0,2.0,9.8,17.4,No,No
37863,2012-09-26,WaggaWagga,0.0,3.2,10.8,N,31.0,E,N,19.0,15.0,64.0,29.0,1021.0,1016.6,1.0,1.0,13.7,22.3,No,No
37864,2012-09-27,WaggaWagga,0.0,6.8,6.3,N,48.0,E,N,17.0,24.0,48.0,36.0,1014.7,1009.1,6.0,4.0,19.2,24.9,No,No
37865,2012-09-28,WaggaWagga,0.0,5.6,0.1,NNW,72.0,N,N,20.0,35.0,49.0,74.0,1005.6,1003.5,8.0,8.0,19.9,18.1,No,Yes
37866,2012-09-29,WaggaWagga,1.6,2.4,7.4,W,54.0,W,W,28.0,33.0,62.0,25.0,1010.7,1012.5,7.0,3.0,9.8,13.8,Yes,No
37867,2012-09-30,WaggaWagga,0.2,4.2,9.4,SW,35.0,W,SW,20.0,24.0,66.0,41.0,1022.1,1022.0,2.0,7.0,8.9,13.2,No,No
37868,2012-10-01,WaggaWagga,0.0,3.8,10.7,SW,39.0,ENE,SW,4.0,22.0,65.0,24.0,1029.4,1026.6,0.0,1.0,10.7,19.7,No,No
37869,2012-10-02,WaggaWagga,0.0,7.0,11.1,NNE,22.0,E,WNW,9.0,9.0,61.0,28.0,1032.8,1028.4,0.0,0.0,13.9,22.2,No,No
37870,2012-10-03,WaggaWagga,0.0,3.2,11.2,W,28.0,E,NW,9.0,13.0,59.0,19.0,1028.0,1022.8,2.0,1.0,16.1,24.7,No,No
37871,2012-10-04,WaggaWagga,0.0,5.0,11.7,WNW,54.0,ENE,NW,9.0,33.0,49.0,15.0,1020.5,1014.3,0.0,1.0,18.5,29.1,No,No
37872,2012-10-05,WaggaWagga,0.0,7.6,11.1,W,35.0,N,W,6.0,24.0,34.0,19.0,1016.1,1014.0,1.0,1.0,19.7,27.9,No,No
37873,2012-10-06,WaggaWagga,0.6,6.8,0.6,SW,72.0,ESE,E,11.0,24.0,86.0,77.0,1017.1,1008.4,8.0,6.0,13.4,17.2,No,Yes
37874,2012-10-07,WaggaWagga,3.4,6.8,11.2,SW,41.0,ENE,SW,6.0,20.0,70.0,40.0,1017.8,1016.3,0.0,3.0,9.9,15.7,Yes,No
37875,2012-10-08,WaggaWagga,0.0,5.6,7.4,N,31.0,NE,WSW,6.0,15.0,83.0,42.0,1016.0,1012.6,6.0,6.0,8.8,15.8,No,No
37876,2012-10-09,WaggaWagga,0.0,3.2,11.0,WNW,24.0,,SSW,0.0,9.0,71.0,35.0,1013.4,1010.8,2.0,3.0,9.3,17.7,No,No
37877,2012-10-10,WaggaWagga,0.0,4.0,7.3,W,35.0,WNW,WSW,9.0,24.0,71.0,33.0,1012.1,1009.1,5.0,7.0,9.9,17.4,No,No
37878,2012-10-11,WaggaWagga,0.8,4.0,0.9,N,28.0,NNW,SSW,11.0,17.0,78.0,85.0,1007.3,1007.1,7.0,7.0,9.5,9.0,No,Yes
37879,2012-10-12,WaggaWagga,25.6,3.6,9.3,S,48.0,SSW,SW,24.0,28.0,53.0,34.0,1014.3,1015.6,6.0,2.0,9.9,17.2,Yes,No
37880,2012-10-13,WaggaWagga,0.0,5.2,12.1,WSW,35.0,WNW,WSW,11.0,22.0,71.0,40.0,1022.0,1020.3,1.0,5.0,9.8,17.4,No,No
37881,2012-10-14,WaggaWagga,0.0,4.0,11.7,W,26.0,E,W,11.0,17.0,76.0,32.0,1025.8,1023.1,0.0,1.0,10.8,20.3,No,No
37882,2012-10-15,WaggaWagga,0.0,4.2,10.9,N,31.0,E,WNW,13.0,13.0,67.0,21.0,1024.9,1020.3,4.0,7.0,13.1,27.0,No,No
37883,2012-10-16,WaggaWagga,0.0,4.8,2.0,NNW,30.0,N,NE,6.0,13.0,37.0,39.0,1017.0,1014.8,7.0,7.0,19.3,22.7,No,No
37884,2012-10-17,WaggaWagga,0.2,2.8,12.5,WSW,31.0,WSW,SSW,17.0,19.0,60.0,31.0,1019.4,1018.6,2.0,1.0,11.5,19.1,No,No
37885,2012-10-18,WaggaWagga,0.0,6.2,11.0,ENE,26.0,ENE,ENE,15.0,13.0,67.0,29.0,1020.6,1016.8,2.0,7.0,12.7,24.4,No,No
37886,2012-10-19,WaggaWagga,0.0,5.0,12.2,ENE,28.0,ESE,NNE,13.0,6.0,64.0,22.0,1015.5,1010.3,2.0,5.0,16.5,29.0,No,No
37887,2012-10-20,WaggaWagga,0.0,5.2,11.9,SSW,43.0,WNW,SW,15.0,26.0,65.0,20.0,1011.9,1011.9,1.0,3.0,17.4,26.1,No,No
37888,2012-10-21,WaggaWagga,0.0,8.0,11.2,W,54.0,NNW,WSW,7.0,26.0,69.0,18.0,1015.7,1013.7,7.0,3.0,14.1,23.3,No,No
37889,2012-10-22,WaggaWagga,0.0,7.0,12.6,SE,46.0,S,SSE,19.0,24.0,55.0,20.0,1019.6,1020.5,0.0,2.0,12.0,19.3,No,No
37890,2012-10-23,WaggaWagga,0.0,7.0,12.3,NE,37.0,ENE,NNE,24.0,9.0,41.0,28.0,1026.6,1023.6,2.0,6.0,13.0,21.6,No,No
37891,2012-10-24,WaggaWagga,0.0,5.4,11.5,NE,26.0,E,NNW,17.0,9.0,47.0,16.0,1023.4,1017.3,1.0,7.0,15.6,24.8,No,No
37892,2012-10-25,WaggaWagga,0.0,6.4,11.4,WNW,52.0,NNW,WSW,19.0,35.0,34.0,24.0,1011.8,1008.3,4.0,1.0,20.0,27.1,No,No
37893,2012-10-26,WaggaWagga,0.0,8.8,12.6,W,50.0,WNW,WSW,17.0,33.0,66.0,23.0,1012.2,1010.4,1.0,1.0,11.9,19.9,No,No
37894,2012-10-27,WaggaWagga,0.0,7.0,12.9,WSW,37.0,SW,WSW,13.0,24.0,48.0,19.0,1017.8,1016.7,1.0,1.0,12.7,20.7,No,No
37895,2012-10-28,WaggaWagga,0.0,6.2,12.0,NE,28.0,ENE,NE,11.0,11.0,53.0,27.0,1023.7,1020.6,3.0,5.0,15.5,23.6,No,No
37896,2012-10-29,WaggaWagga,0.0,6.4,11.2,E,30.0,ENE,NW,19.0,13.0,41.0,20.0,1022.0,1017.8,6.0,6.0,18.4,26.3,No,No
37897,2012-10-30,WaggaWagga,0.0,7.4,10.3,NNW,28.0,ENE,WNW,13.0,13.0,47.0,21.0,1017.8,1013.5,2.0,4.0,20.5,28.5,No,No
37898,2012-10-31,WaggaWagga,0.0,7.2,10.9,WNW,35.0,E,W,13.0,11.0,48.0,16.0,1016.5,1012.4,5.0,6.0,20.9,31.7,No,No
37899,2012-11-01,WaggaWagga,0.0,6.8,6.2,WSW,59.0,NW,SW,9.0,35.0,36.0,33.0,1007.3,1009.1,7.0,5.0,22.2,20.4,No,No
37900,2012-11-02,WaggaWagga,0.0,8.0,13.0,SW,33.0,S,N,13.0,9.0,44.0,21.0,1015.6,1013.6,0.0,1.0,13.0,21.8,No,No
37901,2012-11-03,WaggaWagga,0.0,5.0,6.2,E,41.0,ENE,NE,28.0,20.0,53.0,34.0,1017.6,1015.9,7.0,7.0,16.0,22.2,No,No
37902,2012-11-04,WaggaWagga,0.0,6.0,12.9,E,33.0,ENE,N,19.0,11.0,50.0,23.0,1018.1,1014.1,1.0,6.0,19.1,27.9,No,No
37903,2012-11-05,WaggaWagga,0.0,8.0,2.8,S,37.0,ENE,ENE,11.0,11.0,40.0,20.0,1015.8,1012.5,7.0,7.0,23.6,31.5,No,No
37904,2012-11-06,WaggaWagga,0.0,7.4,0.8,N,50.0,NE,N,17.0,24.0,36.0,28.0,1012.8,1010.8,6.0,7.0,25.7,29.3,No,Yes
37905,2012-11-07,WaggaWagga,19.6,7.6,0.0,NNW,33.0,NE,W,9.0,19.0,94.0,95.0,1011.8,1009.0,8.0,7.0,18.8,18.6,Yes,Yes
37906,2012-11-08,WaggaWagga,22.2,1.2,8.4,WNW,37.0,NW,W,9.0,17.0,88.0,33.0,1013.1,1011.8,7.0,2.0,17.8,25.3,Yes,Yes
37907,2012-11-09,WaggaWagga,4.6,5.0,12.5,SW,56.0,WSW,W,28.0,31.0,60.0,25.0,1017.6,1016.6,1.0,1.0,17.6,22.2,Yes,No
37908,2012-11-10,WaggaWagga,0.0,8.2,13.4,SSE,28.0,NNE,WSW,4.0,11.0,58.0,26.0,1022.3,1020.2,1.0,1.0,13.8,21.8,No,No
37909,2012-11-11,WaggaWagga,0.0,6.0,13.3,ENE,35.0,ENE,E,22.0,22.0,49.0,16.0,1026.8,1022.1,0.0,1.0,16.2,23.7,No,No
37910,2012-11-12,WaggaWagga,0.0,8.0,12.1,WNW,39.0,N,NW,22.0,17.0,38.0,21.0,1022.0,1016.3,5.0,6.0,20.4,29.5,No,No
37911,2012-11-13,WaggaWagga,0.0,8.8,12.5,W,35.0,WNW,W,9.0,20.0,56.0,15.0,1019.0,1016.2,1.0,5.0,15.4,25.1,No,No
37912,2012-11-14,WaggaWagga,0.0,8.0,13.2,NE,31.0,ENE,NW,22.0,13.0,59.0,21.0,1017.1,1014.2,6.0,1.0,16.8,24.0,No,No
37913,2012-11-15,WaggaWagga,0.0,6.8,8.3,WSW,41.0,E,W,9.0,24.0,67.0,13.0,1014.2,1010.9,6.0,7.0,17.0,26.1,No,No
37914,2012-11-16,WaggaWagga,0.0,8.6,9.5,WSW,48.0,WSW,SW,17.0,28.0,34.0,20.0,1010.7,1009.3,7.0,7.0,20.5,22.4,No,No
37915,2012-11-17,WaggaWagga,0.0,8.0,11.2,ENE,30.0,ENE,W,19.0,6.0,61.0,25.0,1014.1,1010.4,3.0,7.0,17.0,25.4,No,No
37916,2012-11-18,WaggaWagga,0.0,8.4,13.6,WSW,54.0,WNW,WSW,11.0,31.0,58.0,19.0,1012.0,1010.3,1.0,2.0,17.4,20.6,No,No
37917,2012-11-19,WaggaWagga,0.0,9.2,13.6,SSE,39.0,SSE,E,11.0,15.0,43.0,27.0,1017.0,1015.5,1.0,4.0,16.7,24.9,No,No
37918,2012-11-20,WaggaWagga,0.0,7.2,11.5,ENE,41.0,ENE,NE,28.0,13.0,43.0,24.0,1021.5,1017.9,1.0,7.0,18.1,26.1,No,No
37919,2012-11-21,WaggaWagga,0.0,8.0,10.9,WSW,59.0,ENE,W,13.0,28.0,50.0,14.0,1015.7,1009.2,5.0,6.0,19.3,31.4,No,No
37920,2012-11-22,WaggaWagga,0.0,10.4,12.6,WSW,35.0,ENE,E,4.0,11.0,47.0,25.0,1015.5,1013.0,5.0,2.0,17.8,26.7,No,No
37921,2012-11-23,WaggaWagga,0.0,8.8,13.2,ENE,39.0,ENE,ENE,20.0,13.0,50.0,21.0,1018.0,1013.7,5.0,2.0,18.4,28.5,No,No
37922,2012-11-24,WaggaWagga,0.0,6.8,9.9,N,30.0,,W,17.0,11.0,41.0,22.0,1016.0,1012.1,4.0,6.0,22.2,30.4,No,No
37923,2012-11-25,WaggaWagga,0.0,8.0,12.8,NW,39.0,,NNW,17.0,17.0,36.0,15.0,1014.1,1011.7,1.0,2.0,25.3,35.8,No,No
37924,2012-11-26,WaggaWagga,0.0,9.8,4.1,WSW,48.0,,WSW,9.0,31.0,38.0,13.0,1013.8,1011.9,3.0,7.0,26.2,33.7,No,No
37925,2012-11-27,WaggaWagga,0.2,8.2,4.1,WNW,70.0,,SSE,22.0,15.0,63.0,85.0,1012.9,1014.3,6.0,7.0,21.2,20.0,No,Yes
37926,2012-11-28,WaggaWagga,13.6,5.4,11.3,ENE,39.0,,NE,22.0,13.0,64.0,40.0,1014.2,1011.0,3.0,4.0,23.0,30.6,Yes,No
37927,2012-11-29,WaggaWagga,0.0,8.4,12.9,ENE,35.0,,,20.0,19.0,56.0,28.0,1013.0,1008.3,1.0,1.0,25.3,36.5,No,No
37928,2012-11-30,WaggaWagga,0.0,10.8,3.0,SSW,39.0,,SSW,7.0,9.0,45.0,29.0,1011.7,1010.1,7.0,7.0,28.9,34.5,No,No
37929,2013-01-01,WaggaWagga,0.0,12.2,13.5,WSW,56.0,,W,7.0,35.0,26.0,6.0,1012.8,1009.4,3.0,2.0,22.5,34.7,No,No
37930,2013-01-02,WaggaWagga,0.0,14.4,13.6,WSW,39.0,WNW,WSW,13.0,28.0,43.0,3.0,1011.7,1010.3,2.0,3.0,21.4,32.2,No,No
37931,2013-01-03,WaggaWagga,0.0,13.6,13.7,ENE,33.0,E,NE,17.0,9.0,50.0,18.0,1015.7,1011.7,1.0,1.0,21.0,32.7,No,No
37932,2013-01-04,WaggaWagga,0.0,11.0,13.6,N,39.0,ENE,N,20.0,20.0,24.0,12.0,1012.4,1008.5,0.0,0.0,28.6,37.6,No,No
37933,2013-01-05,WaggaWagga,0.0,14.8,11.8,SSE,61.0,NE,,13.0,15.0,25.0,14.0,1012.2,1010.3,1.0,2.0,32.8,41.7,No,Yes
37934,2013-01-06,WaggaWagga,1.8,15.8,12.6,ENE,50.0,ENE,S,17.0,11.0,35.0,14.0,1016.6,1013.7,1.0,1.0,31.6,41.4,Yes,No
37935,2013-01-07,WaggaWagga,0.0,14.2,13.6,WSW,69.0,ENE,NNE,28.0,19.0,42.0,14.0,1018.7,1013.0,1.0,1.0,26.0,38.6,No,No
37936,2013-01-08,WaggaWagga,0.4,16.4,10.3,WNW,78.0,,WNW,28.0,48.0,15.0,11.0,1004.7,997.2,3.0,7.0,34.5,38.4,No,No
37937,2013-01-09,WaggaWagga,0.0,22.2,13.3,WSW,56.0,,W,28.0,24.0,37.0,19.0,1002.0,1001.9,0.0,1.0,17.2,23.6,No,No
37938,2013-01-10,WaggaWagga,0.0,12.0,13.6,NE,33.0,,,22.0,7.0,49.0,17.0,1007.5,1005.4,0.0,1.0,19.7,31.1,No,No
37939,2013-01-11,WaggaWagga,0.0,8.2,12.2,NW,37.0,,W,19.0,19.0,49.0,11.0,1007.6,1004.5,3.0,1.0,24.7,36.2,No,No
37940,2013-01-12,WaggaWagga,0.0,10.6,2.8,WSW,41.0,,SW,9.0,17.0,21.0,15.0,1006.4,1008.5,6.0,7.0,27.3,30.0,No,No
37941,2013-01-13,WaggaWagga,0.0,8.6,2.5,,61.0,SW,SSW,17.0,44.0,37.0,22.0,1009.7,1008.8,7.0,8.0,23.0,26.7,No,No
37942,2013-01-14,WaggaWagga,0.0,7.4,13.0,,41.0,SSE,NNE,30.0,17.0,42.0,13.0,1015.7,1013.8,0.0,1.0,16.7,26.3,No,No
37943,2013-01-15,WaggaWagga,0.0,10.4,13.2,,35.0,E,SE,20.0,11.0,44.0,20.0,1018.2,1013.6,1.0,0.0,19.3,29.2,No,No
37944,2013-01-16,WaggaWagga,0.0,8.8,13.6,,35.0,ENE,SW,11.0,13.0,32.0,10.0,1013.3,1010.4,4.0,4.0,23.5,34.5,No,No
37945,2013-01-17,WaggaWagga,0.0,10.6,12.0,,35.0,ENE,SSW,17.0,17.0,42.0,8.0,1009.4,1005.3,1.0,1.0,25.0,36.9,No,No
37946,2013-01-18,WaggaWagga,0.0,11.6,11.6,,78.0,NNE,W,7.0,44.0,17.0,10.0,1001.0,998.2,2.0,3.0,32.9,43.0,No,No
37947,2013-01-19,WaggaWagga,0.0,21.4,9.4,ENE,31.0,NNW,SW,9.0,9.0,45.0,19.0,1009.9,1009.2,3.0,7.0,21.6,29.4,No,No
37948,2013-01-20,WaggaWagga,0.0,8.6,12.4,E,41.0,ENE,E,28.0,13.0,54.0,33.0,1014.3,1010.6,3.0,3.0,21.7,32.0,No,No
37949,2013-01-21,WaggaWagga,0.0,8.2,10.5,NW,56.0,ENE,NNW,20.0,20.0,52.0,30.0,1012.5,1007.9,1.0,4.0,24.4,33.9,No,No
37950,2013-01-22,WaggaWagga,0.0,10.0,13.4,WSW,54.0,NNE,NW,7.0,28.0,43.0,5.0,1008.7,1006.2,1.0,1.0,26.7,36.6,No,No
37951,2013-01-23,WaggaWagga,0.0,14.8,13.4,ENE,54.0,ENE,W,13.0,19.0,46.0,10.0,1012.8,1010.5,0.0,1.0,23.9,33.0,No,No
37952,2013-01-24,WaggaWagga,0.0,12.0,13.2,E,41.0,ENE,NNE,26.0,11.0,50.0,24.0,1015.0,1010.9,0.0,2.0,23.9,33.6,No,No
37953,2013-01-25,WaggaWagga,0.0,10.2,9.0,WSW,50.0,ENE,NNW,20.0,7.0,50.0,25.0,1010.3,1006.9,6.0,7.0,26.2,35.0,No,No
37954,2013-01-26,WaggaWagga,0.0,11.6,11.3,ENE,57.0,ENE,ENE,28.0,35.0,46.0,41.0,1009.1,1004.4,2.0,7.0,28.7,28.3,No,No
37955,2013-01-27,WaggaWagga,0.6,11.2,9.0,WNW,30.0,W,WNW,9.0,20.0,52.0,17.0,1007.9,1004.9,6.0,1.0,19.8,31.3,No,No
37956,2013-01-28,WaggaWagga,0.0,7.8,5.1,SSW,43.0,ENE,N,24.0,11.0,55.0,38.0,1006.5,1003.6,2.0,7.0,26.0,30.6,No,Yes
37957,2013-01-29,WaggaWagga,10.2,5.4,11.5,W,54.0,S,W,13.0,28.0,68.0,27.0,1004.6,1003.6,3.0,2.0,23.3,30.9,Yes,No
37958,2013-01-30,WaggaWagga,0.0,12.0,13.3,WSW,30.0,E,WSW,4.0,9.0,58.0,21.0,1013.6,1012.2,0.0,0.0,15.9,27.6,No,No
37959,2013-01-31,WaggaWagga,0.0,8.4,13.1,WNW,46.0,E,NW,11.0,13.0,44.0,11.0,1012.1,1006.7,1.0,1.0,20.2,32.6,No,No
37960,2013-03-01,WaggaWagga,1.0,3.2,6.8,E,43.0,SSE,E,26.0,11.0,49.0,34.0,1014.5,1013.8,6.0,3.0,18.8,26.1,No,No
37961,2013-03-02,WaggaWagga,0.0,8.0,12.2,ENE,41.0,SE,NE,11.0,19.0,46.0,28.0,1021.3,1018.6,1.0,1.0,16.7,25.2,No,No
37962,2013-03-03,WaggaWagga,0.0,9.4,9.6,NE,52.0,SE,ENE,17.0,31.0,57.0,30.0,1020.7,1018.3,3.0,4.0,16.8,26.8,No,No
37963,2013-03-04,WaggaWagga,0.0,9.2,12.0,E,56.0,E,E,31.0,19.0,48.0,30.0,1020.3,1017.3,0.0,1.0,20.4,28.2,No,No
37964,2013-03-05,WaggaWagga,0.0,10.6,12.0,ENE,56.0,ENE,NE,33.0,19.0,50.0,31.0,1020.0,1016.8,1.0,1.0,21.1,28.1,No,No
37965,2013-03-06,WaggaWagga,0.0,9.4,11.8,ENE,33.0,ENE,NE,22.0,11.0,58.0,33.0,1019.5,1016.0,1.0,2.0,20.9,29.1,No,No
37966,2013-03-07,WaggaWagga,0.0,7.6,11.8,ENE,28.0,E,SE,13.0,13.0,60.0,27.0,1018.8,1015.4,1.0,5.0,21.6,31.4,No,No
37967,2013-03-08,WaggaWagga,0.0,7.0,11.9,ENE,35.0,E,E,17.0,13.0,55.0,27.0,1020.2,1016.6,1.0,1.0,23.4,31.4,No,No
37968,2013-03-09,WaggaWagga,0.0,10.0,10.3,E,35.0,E,NE,19.0,6.0,60.0,33.0,1019.8,1016.1,6.0,1.0,21.5,29.6,No,No
37969,2013-03-10,WaggaWagga,0.0,7.4,10.4,WSW,24.0,ESE,SW,11.0,17.0,62.0,24.0,1018.5,1015.0,6.0,1.0,22.3,33.5,No,No
37970,2013-03-11,WaggaWagga,0.0,7.2,11.3,SE,28.0,NE,NNE,17.0,11.0,62.0,33.0,1019.1,1016.0,1.0,1.0,23.0,31.7,No,No
37971,2013-03-12,WaggaWagga,0.0,8.6,11.6,E,31.0,ENE,ESE,17.0,7.0,58.0,32.0,1019.4,1014.6,1.0,1.0,23.0,31.3,No,No
37972,2013-03-13,WaggaWagga,0.0,7.4,9.3,NW,37.0,ENE,NW,11.0,15.0,54.0,25.0,1012.9,1008.4,1.0,5.0,22.7,32.9,No,No
37973,2013-03-14,WaggaWagga,0.0,9.8,11.4,W,33.0,W,WSW,17.0,20.0,57.0,21.0,1011.1,1009.5,1.0,1.0,19.3,29.0,No,No
37974,2013-03-15,WaggaWagga,0.0,7.6,11.4,NNW,28.0,E,NNW,11.0,11.0,57.0,30.0,1015.2,1012.8,1.0,1.0,19.3,29.9,No,No
37975,2013-03-16,WaggaWagga,0.0,6.2,8.0,SW,50.0,,W,0.0,28.0,64.0,19.0,1013.2,1009.9,2.0,6.0,19.1,27.7,No,No
37976,2013-03-17,WaggaWagga,0.0,8.0,11.6,SSW,43.0,SSW,S,19.0,20.0,44.0,20.0,1016.7,1016.8,0.0,1.0,14.9,22.3,No,No
37977,2013-03-18,WaggaWagga,0.0,8.0,11.5,ENE,39.0,ESE,NNE,17.0,7.0,44.0,25.0,1021.4,1019.1,5.0,1.0,14.1,21.7,No,No
37978,2013-03-19,WaggaWagga,0.0,6.4,11.1,ENE,39.0,E,SW,22.0,7.0,49.0,22.0,1023.2,1020.3,0.0,1.0,16.8,24.9,No,No
37979,2013-03-20,WaggaWagga,0.0,7.6,7.6,ENE,41.0,ENE,NNE,17.0,15.0,53.0,35.0,1023.2,1018.2,4.0,7.0,18.3,25.6,No,No
37980,2013-03-21,WaggaWagga,0.6,8.6,0.0,NNE,50.0,NNE,NNE,24.0,20.0,53.0,86.0,1014.7,1012.0,7.0,8.0,20.7,18.1,No,Yes
37981,2013-03-22,WaggaWagga,24.2,1.4,6.9,SSW,28.0,,WNW,0.0,11.0,65.0,47.0,1014.3,1012.8,7.0,7.0,16.9,22.3,Yes,No
37982,2013-03-23,WaggaWagga,0.0,4.4,11.0,W,31.0,,W,0.0,22.0,78.0,33.0,1018.0,1015.8,1.0,1.0,15.4,23.5,No,No
37983,2013-03-24,WaggaWagga,0.0,6.0,11.3,W,43.0,E,WSW,13.0,28.0,69.0,22.0,1016.7,1013.1,1.0,6.0,14.9,27.1,No,No
37984,2013-03-25,WaggaWagga,0.0,5.4,10.1,WSW,26.0,ENE,NNW,13.0,7.0,65.0,32.0,1018.8,1016.7,1.0,2.0,15.4,27.4,No,No
37985,2013-03-26,WaggaWagga,0.0,4.2,9.3,NW,31.0,E,WNW,11.0,19.0,72.0,23.0,1017.6,1014.1,6.0,1.0,17.7,30.6,No,No
37986,2013-03-27,WaggaWagga,0.0,6.2,11.0,N,48.0,ENE,NNW,15.0,26.0,56.0,28.0,1016.3,1012.1,1.0,3.0,22.6,33.0,No,Yes
37987,2013-03-28,WaggaWagga,3.0,10.0,0.1,SW,39.0,N,WSW,15.0,28.0,76.0,91.0,1014.3,1016.2,7.0,8.0,22.2,15.6,Yes,Yes
37988,2013-03-29,WaggaWagga,7.6,3.0,11.2,SW,35.0,SW,SW,2.0,22.0,74.0,34.0,1020.6,1017.6,0.0,1.0,10.3,20.5,Yes,No
37989,2013-03-30,WaggaWagga,0.0,4.6,6.9,W,30.0,,W,0.0,13.0,78.0,44.0,1017.5,1013.6,2.0,5.0,12.0,19.6,No,No
37990,2013-03-31,WaggaWagga,0.0,3.4,6.5,W,33.0,WNW,W,9.0,19.0,79.0,44.0,1014.0,1013.0,7.0,7.0,15.1,21.7,No,No
37991,2013-04-01,WaggaWagga,0.0,3.8,9.9,WNW,33.0,,W,0.0,20.0,89.0,39.0,1018.5,1016.7,1.0,4.0,12.7,21.4,No,No
37992,2013-04-02,WaggaWagga,0.0,5.6,9.7,SW,41.0,NNW,WSW,9.0,24.0,84.0,38.0,1018.0,1016.1,1.0,1.0,11.3,22.6,No,No
37993,2013-04-03,WaggaWagga,0.0,3.8,10.2,W,28.0,ENE,SW,7.0,13.0,86.0,36.0,1020.5,1019.2,3.0,4.0,13.1,24.4,No,No
37994,2013-04-04,WaggaWagga,0.0,4.0,11.0,E,41.0,E,ENE,19.0,13.0,55.0,36.0,1027.4,1025.1,1.0,2.0,15.6,23.7,No,No
37995,2013-04-05,WaggaWagga,0.0,6.0,10.4,ENE,35.0,E,ESE,19.0,11.0,63.0,39.0,1029.6,1026.3,3.0,3.0,17.2,23.4,No,No
37996,2013-04-06,WaggaWagga,0.0,4.4,9.4,SE,31.0,E,N,17.0,9.0,62.0,34.0,1027.1,1022.9,4.0,3.0,17.1,23.8,No,No
37997,2013-04-07,WaggaWagga,0.0,4.8,10.4,SSW,26.0,E,S,13.0,15.0,62.0,28.0,1024.5,1020.6,1.0,2.0,17.6,25.2,No,No
37998,2013-04-08,WaggaWagga,0.0,4.4,9.4,SSW,26.0,E,S,13.0,13.0,61.0,24.0,1025.3,1022.3,7.0,7.0,17.2,26.8,No,No
37999,2013-04-09,WaggaWagga,0.0,4.4,10.4,S,28.0,ENE,S,11.0,7.0,63.0,28.0,1026.7,1022.2,1.0,2.0,18.7,25.8,No,No
38000,2013-04-10,WaggaWagga,0.0,5.6,10.0,SE,26.0,ENE,E,11.0,13.0,61.0,30.0,1024.3,1020.1,1.0,2.0,18.1,26.0,No,No
38001,2013-04-11,WaggaWagga,0.0,2.8,9.2,WSW,28.0,ESE,SSW,9.0,15.0,60.0,28.0,1023.7,1020.8,3.0,5.0,17.3,26.7,No,No
38002,2013-04-12,WaggaWagga,0.0,5.2,9.6,NE,31.0,ENE,NNE,19.0,7.0,56.0,25.0,1025.1,1020.7,1.0,1.0,20.5,26.4,No,No
38003,2013-04-13,WaggaWagga,0.0,5.0,8.3,WNW,31.0,E,NW,9.0,13.0,58.0,26.0,1020.2,1014.2,3.0,7.0,18.3,26.2,No,No
38004,2013-04-14,WaggaWagga,0.0,5.4,7.0,WNW,30.0,ENE,WNW,13.0,11.0,46.0,20.0,1013.7,1009.1,3.0,7.0,19.9,28.5,No,No
38005,2013-04-15,WaggaWagga,0.0,4.0,7.4,W,33.0,NNW,WNW,11.0,22.0,76.0,35.0,1010.7,1008.1,7.0,3.0,17.7,23.8,No,No
38006,2013-04-16,WaggaWagga,0.0,4.0,10.2,E,26.0,,E,0.0,9.0,67.0,40.0,1014.8,1012.1,3.0,3.0,15.0,23.4,No,No
38007,2013-04-17,WaggaWagga,0.0,4.4,6.4,ENE,31.0,ENE,WNW,19.0,6.0,56.0,45.0,1016.2,1013.1,6.0,7.0,16.8,21.8,No,No
38008,2013-04-18,WaggaWagga,0.0,2.8,10.4,SW,39.0,,WSW,4.0,19.0,72.0,30.0,1016.1,1013.5,1.0,3.0,14.0,22.8,No,No
38009,2013-04-19,WaggaWagga,0.0,6.0,10.7,S,48.0,,S,20.0,31.0,36.0,21.0,1019.4,1017.3,1.0,2.0,13.9,18.4,No,No
38010,2013-04-20,WaggaWagga,0.0,6.4,10.8,SSE,35.0,,SSW,20.0,13.0,41.0,23.0,1018.4,1015.4,1.0,2.0,14.5,21.9,No,No
38011,2013-04-21,WaggaWagga,0.0,3.8,8.5,NNW,33.0,E,NNW,13.0,13.0,59.0,30.0,1015.9,1010.8,1.0,7.0,11.4,20.7,No,Yes
